item_id,category,price,rating,brand,in_stock
105,toys,8241,4.5,Alpha,0
106,accessories,6696,4.3,SoundX,1
107,laptops,45569,4.5,WorkPro,1
108,home,5300,4.4,CaseCo,1
109,accessories,6769,4.3,ReadMore,1
110,phones,51586,5.0,ZenTech,1
111,accessories,4638,4.8,Alpha,1
112,accessories,4323,4.3,DeepAI,0
113,toys,12534,4.4,CaseCo,1
114,home,7254,3.1,ZenTech,1
115,books,1060,4.3,Gamma,1
116,toys,7650,3.1,ReadMore,0
117,home,16183,4.2,Alpha,1
118,accessories,6738,5.0,Alpha,0
119,toys,6390,4.1,Alpha,1
120,books,3745,3.9,Gamma,1
121,home,23415,3.6,WorkPro,1
122,toys,12947,3.2,DeepAI,1
123,laptops,165827,4.5,Gamma,1
124,phones,56240,3.4,SoundX,0
125,accessories,3766,3.2,DeepAI,1
126,laptops,141570,3.8,Beta,1
127,home,34434,4.6,ReadMore,1
128,toys,4488,4.5,Gamma,1
129,phones,43732,3.1,ZenTech,1
130,books,3422,3.9,DeepAI,1
131,laptops,195026,4.0,SoundX,1
132,accessories,5624,4.3,Beta,1
133,phones,51668,4.3,WorkPro,1
134,laptops,63061,3.7,ZenTech,1
135,toys,14016,4.1,DeepAI,1
136,laptops,79749,4.0,ReadMore,0
137,books,823,4.8,ZenTech,1
138,home,19777,4.1,Beta,1
139,laptops,91745,3.9,ZenTech,1
140,toys,10460,3.8,Delta,0
141,toys,14424,4.1,CaseCo,1
142,accessories,7740,4.6,WorkPro,1
143,laptops,63321,4.1,Beta,1
144,laptops,181560,4.3,ZenTech,0
145,accessories,6690,4.5,CaseCo,1
146,phones,20240,4.0,CaseCo,1
147,books,2561,3.9,ZenTech,1
148,books,2586,4.8,ReadMore,1
149,phones,70645,3.8,Delta,1
150,accessories,4702,3.9,Gamma,1
151,toys,19562,5.0,Delta,1
152,accessories,4643,3.0,ZenTech,1
153,phones,67796,3.4,WorkPro,1
154,laptops,175504,3.8,Gamma,0
155,toys,13868,4.9,Beta,0
156,accessories,2555,3.1,Delta,1
157,books,1576,3.0,ZenTech,1
158,home,23195,3.1,Delta,1
159,accessories,3266,3.2,Gamma,1
160,home,1302,3.1,SoundX,1
161,laptops,171127,4.0,DeepAI,1
162,books,825,4.2,Delta,0
163,books,4869,3.5,Beta,1
164,books,4423,3.8,Beta,1
165,phones,88686,3.2,Alpha,0
166,home,3125,3.7,Delta,1
167,laptops,84247,4.0,DeepAI,1
168,accessories,864,4.5,ReadMore,1
169,phones,19621,3.0,CaseCo,1
170,books,1946,3.9,DeepAI,1
171,books,1218,3.6,CaseCo,1
172,phones,70658,4.7,CaseCo,1
173,books,1831,4.4,SoundX,1
174,accessories,3845,4.2,Alpha,1
175,books,2206,3.6,DeepAI,0
176,accessories,3586,4.8,DeepAI,1
177,books,4880,3.1,SoundX,1
178,laptops,181339,3.2,Delta,1
179,toys,1362,3.8,Delta,1
180,phones,65448,3.2,Delta,1
181,laptops,135462,4.9,WorkPro,0
182,phones,21229,4.6,CaseCo,1
183,toys,16809,3.5,WorkPro,1
184,toys,15447,4.2,Alpha,0
185,accessories,5132,5.0,SoundX,0
186,books,3896,4.8,DeepAI,1
187,home,45243,4.2,CaseCo,1
188,books,1903,4.8,WorkPro,1
189,books,366,5.0,WorkPro,1
190,accessories,732,4.5,ZenTech,1
191,phones,41734,3.1,WorkPro,1
192,toys,6671,3.8,ReadMore,1
193,toys,14669,4.7,DeepAI,1
194,books,4307,3.5,ReadMore,1
195,laptops,121264,4.7,DeepAI,0
196,laptops,63275,3.2,SoundX,1
197,home,7738,3.1,DeepAI,1
198,toys,16213,3.8,ReadMore,1
199,toys,2772,3.1,DeepAI,0
200,home,20123,4.9,SoundX,0
201,books,2061,4.7,SoundX,1
202,phones,32260,4.6,Alpha,1
203,accessories,6585,4.3,DeepAI,1
204,toys,4112,3.4,ZenTech,1
205,books,3748,4.0,Delta,1
206,phones,73656,4.2,Beta,0
207,phones,42285,4.1,SoundX,1
208,books,2624,3.5,Gamma,0
209,phones,16605,4.0,Delta,1
210,accessories,6122,4.0,CaseCo,1
211,books,2863,5.0,DeepAI,1
212,books,3721,4.8,ReadMore,0
213,books,3817,3.9,Beta,0
214,accessories,2897,4.2,Gamma,1
215,home,14918,4.5,Delta,1
216,accessories,4235,3.1,DeepAI,1
217,laptops,198518,4.8,Alpha,1
218,home,14046,4.7,CaseCo,1
219,books,542,3.9,Beta,1
220,home,36358,3.8,ZenTech,1
221,books,1363,3.5,Alpha,1
222,books,4624,4.0,Gamma,1
223,phones,24111,3.1,Beta,0
224,laptops,56389,4.7,Alpha,1
225,accessories,7989,3.1,CaseCo,0
226,accessories,967,3.7,ZenTech,0
227,toys,14343,4.9,Alpha,1
228,laptops,199818,4.5,WorkPro,0
229,toys,9137,3.6,ZenTech,1
230,books,417,3.5,Gamma,1
231,home,47685,3.0,CaseCo,1
232,books,2851,4.4,DeepAI,1
233,books,4589,3.1,ReadMore,0
234,laptops,40846,4.1,ReadMore,1
235,accessories,3262,4.9,ReadMore,1
236,home,14703,3.2,Beta,1
237,accessories,7693,4.8,Gamma,1
238,phones,61514,5.0,CaseCo,0
239,books,1441,3.1,ZenTech,1
240,accessories,7479,4.8,Beta,1
241,toys,16908,4.0,Gamma,1
242,toys,13119,4.8,DeepAI,1
243,toys,4508,4.1,WorkPro,1
244,laptops,167534,4.3,CaseCo,1
245,phones,82584,4.1,ReadMore,0
246,toys,6533,4.7,Alpha,1
247,laptops,118477,4.5,CaseCo,1
248,toys,12907,4.0,SoundX,1
249,toys,10065,4.7,Gamma,1
250,toys,2128,3.5,Delta,1
251,accessories,2417,3.3,DeepAI,0
252,laptops,60618,3.3,WorkPro,0
253,toys,7288,3.7,DeepAI,1
254,laptops,87362,3.5,CaseCo,1
255,accessories,4244,4.9,Delta,1
256,books,1201,3.2,SoundX,1
257,toys,13277,4.4,ZenTech,1
258,books,2339,3.4,Alpha,0
259,books,309,4.8,Delta,1
260,phones,24865,4.9,Gamma,1
261,books,2519,3.9,ReadMore,0
262,toys,7341,4.8,SoundX,1
263,phones,20287,3.0,Alpha,1
264,books,4013,4.6,WorkPro,0
265,toys,1919,3.5,ReadMore,1
266,home,9512,4.8,CaseCo,1
267,books,1642,3.0,Delta,0
268,home,44336,4.1,Alpha,1
269,laptops,190288,4.5,Beta,1
270,accessories,3324,3.5,ZenTech,1
271,home,28534,3.4,ZenTech,1
272,home,15231,3.2,SoundX,1
273,toys,3790,3.7,WorkPro,1
274,toys,9610,4.1,SoundX,1
275,books,1904,3.2,Beta,0
276,books,4327,3.8,Gamma,1
277,home,1235,3.0,WorkPro,1
278,books,2269,4.6,DeepAI,1
279,home,2908,3.3,Gamma,0
280,home,9567,3.6,WorkPro,1
281,toys,3830,3.0,WorkPro,1
282,laptops,124555,3.9,Beta,1
283,laptops,113698,4.7,CaseCo,0
284,phones,20415,3.8,Beta,1
285,books,3691,3.4,WorkPro,1
286,phones,58925,4.5,Alpha,1
287,laptops,177023,4.6,Gamma,1
288,books,4150,3.3,Beta,1
289,accessories,1372,4.5,CaseCo,1
290,books,1552,4.9,Delta,1
291,phones,45523,3.3,SoundX,1
292,phones,30524,4.5,WorkPro,1
293,home,20282,4.4,DeepAI,1
294,laptops,195002,3.9,Delta,1
295,phones,15077,3.1,ZenTech,0
296,books,2921,3.1,ReadMore,0
297,home,21611,4.7,CaseCo,1
298,accessories,1100,5.0,DeepAI,1
299,books,1365,4.4,ReadMore,1
300,phones,58303,3.9,CaseCo,1
301,phones,74207,4.3,Alpha,0
302,books,1618,4.2,SoundX,1
303,books,3897,3.8,Delta,1
304,books,4062,3.1,Gamma,1
305,home,8804,4.6,CaseCo,1
306,toys,6865,3.7,Gamma,1
307,books,4970,4.6,SoundX,1
308,laptops,189646,3.5,WorkPro,1
309,home,10184,3.0,ZenTech,1
310,accessories,3212,3.3,Delta,1
311,laptops,107728,3.9,SoundX,1
312,phones,49016,4.9,SoundX,1
313,phones,26246,3.2,Alpha,1
314,toys,13090,4.7,ReadMore,1
315,home,19381,4.1,ZenTech,1
316,books,3987,4.7,Delta,1
317,laptops,132263,3.6,WorkPro,0
318,accessories,4518,4.7,WorkPro,1
319,accessories,3610,4.5,Beta,1
320,accessories,2470,3.5,SoundX,1
321,books,497,3.3,CaseCo,1
322,home,28202,4.7,Alpha,1
323,books,1502,4.9,ZenTech,1
324,accessories,7197,3.1,WorkPro,1
325,toys,15674,4.5,Delta,0
326,home,6788,4.8,Beta,1
327,books,2335,4.7,Delta,0
328,books,777,4.9,Alpha,1
329,laptops,180518,4.5,CaseCo,1
330,accessories,1422,3.9,Beta,0
331,laptops,138723,3.6,Beta,1
332,home,11789,3.6,ReadMore,1
333,phones,81656,4.4,ZenTech,0
334,phones,59028,4.5,Beta,1
335,phones,79484,3.4,ReadMore,1
336,phones,47154,4.7,ReadMore,1
337,toys,17634,4.4,Alpha,1
338,home,3336,4.1,Gamma,1
339,laptops,143677,3.9,Delta,1
340,phones,82779,4.1,CaseCo,1
341,laptops,59029,3.3,DeepAI,1
342,laptops,99201,3.4,Delta,0
343,accessories,5112,3.2,Beta,1
344,laptops,86197,3.3,CaseCo,1
345,laptops,165733,3.9,WorkPro,0
346,books,3528,4.1,Gamma,0
347,books,4019,3.0,WorkPro,1
348,phones,79772,4.6,WorkPro,1
349,laptops,166108,3.6,ZenTech,1
350,books,2671,4.8,Delta,1
351,books,3191,4.9,DeepAI,0
352,toys,4056,3.4,Alpha,1
353,books,4525,3.9,DeepAI,0
354,accessories,594,3.0,WorkPro,1
355,phones,54666,4.2,Beta,1
356,books,2255,4.2,Gamma,1
357,phones,86315,3.5,SoundX,1
358,books,4406,4.1,DeepAI,1
359,toys,14453,3.5,WorkPro,1
360,books,3219,3.3,Gamma,1
361,laptops,116325,4.3,CaseCo,1
362,books,3505,3.7,Delta,1
363,laptops,184071,4.2,ReadMore,1
364,books,1114,3.9,ZenTech,1
365,toys,17029,5.0,Gamma,1
366,laptops,116077,3.3,Beta,0
367,toys,2743,3.9,Beta,1
368,toys,10757,4.4,Gamma,1
369,accessories,2688,3.8,Beta,0
370,phones,88319,4.9,Delta,1
371,phones,32368,4.4,Beta,0
372,phones,30328,4.3,DeepAI,1
373,phones,71942,4.5,ReadMore,1
374,books,1939,4.9,Beta,1
375,phones,42306,4.8,ReadMore,1
376,laptops,77219,4.4,WorkPro,1
377,home,16343,4.5,Alpha,1
378,phones,79644,3.3,Delta,1
379,home,39727,3.2,Alpha,1
380,accessories,626,4.1,WorkPro,1
381,phones,67329,3.0,Delta,1
382,books,3356,4.0,Gamma,0
383,books,903,3.4,Gamma,1
384,toys,11941,3.7,ReadMore,1
385,home,21530,4.6,WorkPro,1
386,home,40964,4.9,ReadMore,0
387,accessories,4033,3.1,ZenTech,0
388,accessories,3867,4.1,Beta,1
389,home,4368,4.8,SoundX,1
390,home,4797,3.2,ZenTech,1
391,toys,15414,4.6,Beta,1
392,laptops,184790,3.7,Delta,1
393,laptops,74560,3.6,ReadMore,1
394,home,12053,5.0,Delta,1
395,laptops,62116,3.4,Delta,1
396,toys,3776,4.4,Beta,1
397,toys,3717,4.6,WorkPro,0
398,laptops,172717,3.1,Beta,1
399,home,48523,4.3,CaseCo,1
400,home,20256,4.9,Gamma,1
401,phones,68173,3.2,Gamma,1
402,toys,4962,4.8,ZenTech,1
403,books,3008,4.2,Gamma,1
404,home,12694,4.2,Beta,1
405,laptops,96264,4.2,DeepAI,1
406,toys,9824,3.6,ReadMore,1
407,laptops,97545,4.9,Beta,1
408,phones,54224,4.9,Beta,1
409,toys,4512,4.3,SoundX,0
410,phones,28224,4.6,ReadMore,1
411,laptops,80738,4.2,CaseCo,1
412,toys,17220,4.0,Gamma,1
413,toys,1925,4.3,ReadMore,1
414,books,2422,4.1,Gamma,1
415,books,685,4.2,ZenTech,1
416,laptops,48070,4.6,ReadMore,0
417,accessories,3781,4.0,Gamma,1
418,laptops,48666,3.1,CaseCo,0
419,books,717,3.3,Alpha,1
420,home,37368,3.9,Delta,1
421,home,7783,4.4,Delta,1
422,home,46994,4.2,CaseCo,1
423,phones,56914,4.3,SoundX,1
424,laptops,167738,4.0,Alpha,1
425,phones,82526,4.2,ZenTech,1
426,books,3872,3.7,CaseCo,1
427,laptops,86240,3.9,Delta,0
428,toys,4680,4.5,Delta,1
429,laptops,134270,4.7,Delta,1
430,phones,19757,3.9,WorkPro,1
431,phones,34097,3.1,CaseCo,1
432,home,11395,3.3,Beta,1
433,books,3420,3.0,ZenTech,1
434,phones,85480,4.3,Delta,0
435,phones,61163,3.7,Gamma,1
436,home,20816,4.1,CaseCo,1
437,phones,64840,4.0,WorkPro,0
438,home,38011,3.2,CaseCo,1
439,home,25917,3.8,ZenTech,0
440,phones,36566,3.4,WorkPro,1
441,phones,77823,3.8,ZenTech,1
442,toys,10284,3.4,CaseCo,1
443,laptops,41759,4.7,Beta,1
444,laptops,132374,3.3,ZenTech,1
445,home,3482,4.9,WorkPro,1
446,toys,1251,3.8,WorkPro,0
447,toys,2379,4.7,ZenTech,1
448,home,3717,4.3,DeepAI,1
449,laptops,99676,4.5,CaseCo,1
450,phones,42952,4.5,DeepAI,1
451,home,21908,4.0,SoundX,1
452,books,1800,4.1,CaseCo,0
453,laptops,130397,4.0,ZenTech,0
454,toys,7611,4.2,Alpha,1
455,phones,33449,3.1,ZenTech,1
456,laptops,104077,3.8,DeepAI,0
457,phones,53258,4.2,Beta,1
458,laptops,199937,4.2,ZenTech,1
459,phones,21645,4.6,ZenTech,1
460,phones,53000,4.3,Beta,1
461,phones,41737,5.0,ZenTech,0
462,books,3593,3.6,Delta,1
463,home,39565,3.7,Alpha,1
464,books,1246,3.8,Gamma,0
465,toys,12642,3.9,Alpha,0
466,laptops,80806,4.7,ZenTech,1
467,accessories,5395,3.5,Delta,1
468,toys,5173,4.6,CaseCo,1
469,accessories,1981,3.8,ZenTech,1
470,toys,10393,4.2,DeepAI,1
471,phones,67603,4.3,Delta,1
472,toys,14722,3.7,Beta,1
473,phones,41399,4.0,Delta,1
474,toys,16008,3.8,Beta,1
475,books,3379,3.1,SoundX,1
476,toys,17516,3.9,Gamma,1
477,phones,70106,3.2,ReadMore,1
478,books,2790,3.8,Delta,1
479,toys,16680,4.2,WorkPro,1
480,books,627,4.2,DeepAI,1
481,books,3610,4.3,ZenTech,1
482,books,3600,3.2,DeepAI,1
483,laptops,112258,4.3,Alpha,1
484,books,3975,3.6,ReadMore,1
485,books,3354,3.8,Alpha,0
486,toys,13875,4.7,SoundX,1
487,phones,79929,3.0,ReadMore,1
488,accessories,2643,4.2,ReadMore,1
489,toys,9803,4.2,Alpha,1
490,toys,15449,3.8,Beta,1
491,laptops,124458,3.5,Alpha,1
492,books,4283,3.5,DeepAI,1
493,accessories,5047,4.8,Beta,1
494,accessories,6119,3.9,DeepAI,0
495,laptops,167157,3.7,SoundX,1
496,laptops,161300,3.9,ZenTech,1
497,books,1122,4.3,CaseCo,1
498,phones,32327,3.3,Beta,0
499,toys,14589,3.9,SoundX,0
500,toys,6450,4.2,WorkPro,1
